unit_no,RUL_true,RUL_pred_005,RUL_pred_05,RUL_pred_095
49.0,153.0,77.83466,109.19236,210.85963
49.0,152.0,94.488525,101.435684,208.24736
49.0,151.0,77.0377,110.84753,196.62077
49.0,150.0,74.85562,104.8552,200.32797
49.0,149.0,81.74566,109.21032,200.34885
49.0,148.0,93.31472,119.64926,213.56699
49.0,147.0,82.019394,112.7744,214.26717
49.0,146.0,90.165825,102.81111,192.81825
49.0,145.0,72.19788,121.19033,200.48856
49.0,144.0,108.00972,112.554184,224.19597
49.0,143.0,81.322044,106.54976,223.38148
49.0,142.0,89.478134,108.66026,198.58606
49.0,141.0,71.12376,111.036766,189.11206
49.0,140.0,83.6999,107.22606,208.33272
49.0,139.0,71.48166,108.733925,194.7317
49.0,138.0,75.37289,99.000465,220.78743
49.0,137.0,78.77036,101.156815,186.57121
49.0,136.0,77.220215,102.03974,218.77896
49.0,135.0,87.47457,98.997826,254.45099
49.0,134.0,83.73507,110.7879,214.28613
49.0,133.0,73.53709,106.35571,189.22037
49.0,132.0,82.97065,106.67797,198.81938
49.0,131.0,67.49563,107.06735,214.5909
49.0,130.0,69.08495,106.743744,212.47136
49.0,129.0,70.171585,116.1272,206.52689
49.0,128.0,92.82924,123.725815,215.85439
49.0,127.0,72.849396,118.18892,219.82544
49.0,126.0,73.77028,117.04207,223.90877
49.0,125.0,83.615685,118.95496,195.122
49.0,124.0,75.18211,105.77993,238.33133
49.0,123.0,69.58748,99.4452,194.6627
49.0,122.0,96.65554,113.51354,211.5941
49.0,121.0,71.15914,115.08906,191.51901
49.0,120.0,72.04895,107.54394,189.72446
49.0,119.0,73.01322,110.75557,189.91112
49.0,118.0,65.84041,106.26209,239.42245
49.0,117.0,70.22893,93.82182,204.59196
49.0,116.0,73.04254,98.295815,232.41057
49.0,115.0,74.36879,104.18736,202.6151
49.0,114.0,71.550476,102.54695,180.01358
49.0,113.0,67.92431,105.59489,192.67644
49.0,112.0,67.36742,106.098976,184.30115
49.0,111.0,77.340904,93.404915,207.93147
49.0,110.0,62.878746,103.978905,165.43161
49.0,109.0,64.45572,95.87969,195.10057
49.0,108.0,72.52089,102.50234,169.89883
49.0,107.0,65.58635,96.502785,179.65367
49.0,106.0,57.48404,94.163086,174.80153
49.0,105.0,70.84493,100.3997,171.28517
49.0,104.0,63.78599,97.47401,163.33606
49.0,103.0,59.8962,92.44396,182.27788
49.0,102.0,67.92687,108.59933,189.64778
49.0,101.0,67.62074,112.929306,193.66309
49.0,100.0,63.798145,106.93219,207.06761
49.0,99.0,64.25105,95.93333,204.12294
49.0,98.0,62.60895,101.97059,190.915
49.0,97.0,62.968575,107.78753,202.18484
49.0,96.0,62.383244,102.89475,191.0665
49.0,95.0,67.3968,111.43636,177.82555
49.0,94.0,60.54653,104.653076,213.59874
49.0,93.0,55.09591,102.43809,170.98505
49.0,92.0,64.41042,115.70414,197.66354
49.0,91.0,62.747204,109.322784,151.43362
49.0,90.0,64.15732,107.24929,187.62581
49.0,89.0,59.633324,99.060585,170.21332
49.0,88.0,66.27815,86.57901,202.44203
49.0,87.0,58.81997,102.90701,161.75749
49.0,86.0,49.729095,105.110374,159.29948
49.0,85.0,53.773956,104.95648,196.05838
49.0,84.0,57.495296,95.59812,188.01451
49.0,83.0,50.430588,98.21261,168.29039
49.0,82.0,58.378212,105.1531,186.14743
49.0,81.0,58.02777,106.60826,175.46083
49.0,80.0,66.02994,95.495285,146.8046
49.0,79.0,51.56321,99.07147,147.31372
49.0,78.0,54.38286,100.022575,168.12202
49.0,77.0,57.577892,80.747,159.23364
49.0,76.0,47.783855,88.19256,148.57953
49.0,75.0,48.078773,92.85097,145.95335
49.0,74.0,45.3664,85.00233,120.15787
49.0,73.0,53.832924,71.62429,143.12868
49.0,72.0,56.19366,85.26106,154.1953
49.0,71.0,53.18847,89.59132,144.67293
49.0,70.0,55.391148,97.80447,147.95178
49.0,69.0,65.29171,95.401665,133.69722
49.0,68.0,56.283512,90.25565,141.84076
49.0,67.0,41.39813,82.69272,160.65575
49.0,66.0,53.86982,73.504486,135.1009
49.0,65.0,47.518223,79.05677,127.03658
49.0,64.0,57.848743,81.890564,134.71512
49.0,63.0,45.469234,78.50703,132.15363
49.0,62.0,62.661232,89.276855,135.05983
49.0,61.0,51.88085,90.116554,146.84334
49.0,60.0,53.309925,84.2028,127.42355
49.0,59.0,58.992912,84.57337,146.89276
49.0,58.0,47.60811,81.59018,135.36955
49.0,57.0,44.564537,81.55062,120.353806
49.0,56.0,47.43141,60.28164,100.08183
49.0,55.0,33.26031,53.995304,103.79976
49.0,54.0,40.076088,62.825794,111.77442
49.0,53.0,39.644833,70.799965,80.430145
49.0,52.0,40.28271,52.575424,77.11822
49.0,51.0,47.743813,43.95564,57.91028
49.0,50.0,43.308575,65.85806,74.330666
49.0,49.0,42.475483,57.163063,62.518017
49.0,48.0,35.291595,73.71878,78.91568
49.0,47.0,40.075172,53.595737,94.51656
49.0,46.0,38.25877,53.91519,74.1529
49.0,45.0,36.748974,43.96241,84.28854
49.0,44.0,29.878159,36.863377,86.93869
49.0,43.0,36.20876,49.60743,73.7248
49.0,42.0,24.899977,46.239777,62.924637
49.0,41.0,47.28858,55.683495,69.414665
49.0,40.0,28.161575,43.113995,75.81042
49.0,39.0,39.624535,58.379086,69.168365
49.0,38.0,32.460934,60.289894,71.84199
49.0,37.0,30.432983,45.50872,89.48045
49.0,36.0,26.063707,37.266514,77.34636
49.0,35.0,29.426249,48.054577,74.12353
49.0,34.0,20.712702,24.297144,56.044994
49.0,33.0,25.566442,29.66693,64.54967
49.0,32.0,20.464796,28.394901,57.413765
49.0,31.0,21.934052,27.367125,43.049942
49.0,30.0,19.365156,33.09344,32.353165
49.0,29.0,15.559141,26.000057,33.607067
49.0,28.0,20.78702,25.817423,42.483208
49.0,27.0,11.656304,26.378332,33.43976
49.0,26.0,12.650165,21.906683,34.644573
49.0,25.0,14.78538,17.830463,28.852957
49.0,24.0,15.637987,26.635925,41.555916
49.0,23.0,18.570847,20.973886,34.449497
49.0,22.0,17.740467,21.412565,30.484732
49.0,21.0,18.643902,21.268002,26.7649
50.0,122.0,101.85222,124.64295,215.08197
50.0,121.0,96.58257,125.80235,230.34021
50.0,120.0,92.17695,124.5614,234.57703
50.0,119.0,95.977264,132.49974,208.71783
50.0,118.0,94.16837,129.96036,224.15698
50.0,117.0,87.08919,126.40441,202.90454
50.0,116.0,94.14024,133.95598,227.43623
50.0,115.0,94.382614,135.17271,202.94934
50.0,114.0,98.76893,137.35727,248.98729
50.0,113.0,105.967575,136.1103,220.55072
50.0,112.0,93.68019,128.74222,196.94823
50.0,111.0,99.8525,126.6698,214.68004
50.0,110.0,90.441925,137.64119,221.10095
50.0,109.0,97.05535,128.40971,199.15227
50.0,108.0,107.90026,117.50527,245.93883
50.0,107.0,86.44769,119.6883,218.87486
50.0,106.0,78.44422,112.13729,225.25003
50.0,105.0,73.69179,109.717415,221.14609
50.0,104.0,79.36252,105.534004,195.46461
50.0,103.0,77.367065,113.88031,213.56395
50.0,102.0,67.40065,102.724045,236.92676
50.0,101.0,74.49937,104.51526,203.21196
50.0,100.0,81.13651,122.64072,209.67307
50.0,99.0,89.16712,116.78156,204.50972
50.0,98.0,88.80414,126.65779,202.56067
50.0,97.0,90.81541,106.444626,228.25491
50.0,96.0,95.8293,123.27417,201.93169
50.0,95.0,100.69355,121.853485,206.61118
50.0,94.0,96.55395,110.19564,227.98671
50.0,93.0,84.42437,111.73078,207.0877
50.0,92.0,78.008766,105.22904,214.6847
50.0,91.0,71.13581,101.74035,220.29285
50.0,90.0,81.151344,102.4912,202.31454
50.0,89.0,81.83444,104.39038,215.0222
50.0,88.0,74.237526,111.41634,276.9907
50.0,87.0,79.06039,108.06456,196.52725
50.0,86.0,71.87824,102.49335,210.96971
50.0,85.0,82.375275,104.62743,184.04338
50.0,84.0,78.542816,115.18498,236.32202
50.0,83.0,78.09677,118.65876,194.36382
50.0,82.0,85.57305,100.44874,225.7883
50.0,81.0,108.62849,113.147156,160.28584
50.0,80.0,66.71284,105.50985,204.35757
50.0,79.0,68.76688,101.980064,217.85452
51.0,227.0,94.93967,132.9187,199.97443
51.0,226.0,88.52452,135.3847,202.65535
51.0,225.0,103.73814,117.332,204.91422
51.0,224.0,95.416245,118.784996,224.8411
51.0,223.0,86.32014,130.12628,210.98396
51.0,222.0,79.62842,131.24667,232.17557
51.0,221.0,91.55449,131.47679,213.64436
51.0,220.0,83.692696,132.15479,213.0533
51.0,219.0,91.75466,131.68822,206.80896
51.0,218.0,91.10459,127.928955,233.9669
51.0,217.0,89.98432,143.38376,202.58817
51.0,216.0,87.1758,121.3604,198.60521
51.0,215.0,84.402214,127.16579,202.1991
51.0,214.0,81.12273,129.93263,189.494
51.0,213.0,83.85608,128.92531,195.13791
51.0,212.0,76.50982,123.62069,184.89914
51.0,211.0,77.0025,120.39453,199.06471
51.0,210.0,88.74836,132.2366,209.31578
51.0,209.0,72.8795,122.960434,220.41574
51.0,208.0,78.92432,135.57915,188.08336
51.0,207.0,81.4053,134.963,192.9605
51.0,206.0,79.11865,143.12091,218.60718
51.0,205.0,96.42342,142.7291,193.15898
51.0,204.0,84.58766,129.92404,243.52486
51.0,203.0,80.96197,134.91301,274.6348
51.0,202.0,92.60105,136.72891,176.34108
51.0,201.0,83.35236,141.99557,218.6668
51.0,200.0,85.360794,142.9098,204.56097
51.0,199.0,86.32907,138.53093,231.04399
51.0,198.0,81.625175,132.22328,205.46695
51.0,197.0,86.69647,129.63513,188.15884
51.0,196.0,80.90109,141.15056,191.99678
51.0,195.0,85.76299,135.74866,210.21707
51.0,194.0,85.40318,123.06398,189.92787
51.0,193.0,83.20605,109.5358,227.2779
51.0,192.0,77.089645,131.87154,198.9687
51.0,191.0,76.81671,132.01486,195.76599
51.0,190.0,79.77457,131.3956,219.26628
51.0,189.0,77.49231,117.5628,221.02489
51.0,188.0,87.60127,126.95728,197.30441
51.0,187.0,92.24618,142.86392,218.64015
51.0,186.0,85.08421,132.00293,191.75131
51.0,185.0,82.85344,148.52469,233.81982
51.0,184.0,79.32854,141.31107,204.61754
51.0,183.0,80.71097,127.727715,205.78809
51.0,182.0,85.54666,130.67874,199.38339
51.0,181.0,83.14518,132.28052,186.18538
51.0,180.0,104.92689,129.66364,211.62137
51.0,179.0,93.32995,117.26999,227.48862
51.0,178.0,72.90214,125.52903,196.69484
51.0,177.0,78.850716,120.9784,199.52611
51.0,176.0,80.58567,131.91249,258.68982
51.0,175.0,84.020775,136.81462,213.56688
51.0,174.0,86.97578,147.95541,230.23676
51.0,173.0,78.438126,125.51318,195.79564
51.0,172.0,76.950226,132.37912,206.72523
51.0,171.0,73.46875,136.12918,190.92688
51.0,170.0,94.53496,131.95338,229.88258
51.0,169.0,74.53716,134.65527,197.42488
51.0,168.0,87.32329,123.795296,219.01282
51.0,167.0,87.768036,119.70036,189.7346
51.0,166.0,86.78207,118.50647,190.41402
51.0,165.0,80.82326,116.56432,215.63287
51.0,164.0,78.98491,123.57886,223.30531
51.0,163.0,70.16417,115.59129,180.56668
51.0,162.0,68.51927,120.73753,184.6397
51.0,161.0,73.65374,119.78818,170.86812
51.0,160.0,66.559494,115.65539,193.64983
51.0,159.0,73.392426,112.15555,219.5524
51.0,158.0,78.28679,113.80736,202.38338
51.0,157.0,77.35158,127.036835,206.4214
51.0,156.0,85.45427,126.44446,192.5841
51.0,155.0,84.04513,138.71529,205.79912
51.0,154.0,82.599815,132.0669,199.94276
51.0,153.0,78.03853,129.77246,194.62532
51.0,152.0,77.61127,121.88856,196.8916
51.0,151.0,76.508575,116.676956,204.07497
51.0,150.0,71.84253,125.95446,215.39687
51.0,149.0,79.06858,132.67917,227.80957
51.0,148.0,80.20117,131.26566,209.9574
51.0,147.0,74.72117,134.87816,225.79356
51.0,146.0,75.77942,121.57568,171.85551
51.0,145.0,75.119545,127.83051,203.72012
51.0,144.0,105.056015,135.02405,209.40952
51.0,143.0,80.24847,142.25497,204.00253
51.0,142.0,81.93647,119.86849,251.61249
51.0,141.0,68.56585,120.27859,178.1172
51.0,140.0,79.99485,134.29935,221.49123
51.0,139.0,70.54869,137.51434,206.16628
51.0,138.0,83.48717,127.50676,193.02826
51.0,137.0,71.610725,133.19292,213.90422
51.0,136.0,68.29977,121.53373,238.88902
51.0,135.0,70.47271,113.518456,186.57008
51.0,134.0,73.78575,105.61576,147.61382
51.0,133.0,79.43582,118.72691,127.44704
51.0,132.0,90.02774,115.8868,179.89587
51.0,131.0,76.93331,116.66049,202.46411
51.0,130.0,80.99057,130.36127,190.70738
51.0,129.0,71.69477,122.15173,179.87228
51.0,128.0,74.58043,116.793495,164.48355
51.0,127.0,71.505905,109.55723,157.24919
51.0,126.0,71.358696,113.85501,200.76564
51.0,125.0,67.58903,119.56653,170.62038
51.0,124.0,74.36317,126.29886,168.958
51.0,123.0,76.788574,125.43467,196.10817
51.0,122.0,69.11937,124.70126,206.70087
51.0,121.0,71.56316,112.48746,157.63213
51.0,120.0,81.58893,98.47202,193.96904
51.0,119.0,94.480255,120.085846,173.0175
51.0,118.0,66.50615,111.53564,169.1568
51.0,117.0,118.92379,127.63603,175.55621
51.0,116.0,68.58197,119.374054,188.11383
51.0,115.0,65.01583,124.27011,167.82045
51.0,114.0,68.66481,121.09636,162.25064
52.0,187.0,127.30754,184.57726,182.00389
52.0,186.0,123.81507,188.53369,223.10431
52.0,185.0,150.90833,191.58646,250.78767
52.0,184.0,139.12999,193.84084,282.08673
52.0,183.0,121.1427,188.97424,206.93082
52.0,182.0,121.765854,180.11998,235.898
52.0,181.0,121.81847,200.39168,230.79178
52.0,180.0,126.93605,191.30453,204.38416
52.0,179.0,155.24649,196.21138,220.19806
52.0,178.0,143.32178,205.47931,263.98276
52.0,177.0,122.716324,207.71667,259.99512
52.0,176.0,133.75354,198.86565,234.43086
52.0,175.0,122.68165,199.14929,231.65889
52.0,174.0,124.49451,208.4432,193.94048
52.0,173.0,124.901825,203.9785,242.3564
52.0,172.0,122.37815,202.16032,222.78442
52.0,171.0,123.316864,201.76108,233.09001
52.0,170.0,123.76337,196.9518,250.71907
52.0,169.0,119.273834,196.09688,238.98732
52.0,168.0,113.29267,179.18756,218.96628
52.0,167.0,118.74077,183.43268,220.18016
52.0,166.0,120.301865,188.70038,215.35141
52.0,165.0,117.44896,189.0359,263.28772
52.0,164.0,122.590324,187.3493,246.06769
52.0,163.0,126.53048,195.67519,199.51471
52.0,162.0,121.11792,193.47017,204.08548
52.0,161.0,127.88149,194.1521,223.20152
52.0,160.0,115.16819,186.19414,230.80313
52.0,159.0,110.17693,174.30603,221.20392
52.0,158.0,129.1993,186.21132,206.94086
52.0,157.0,132.93391,186.49855,233.55847
52.0,156.0,117.86811,196.5801,200.45105
52.0,155.0,122.9438,190.0419,232.12105
52.0,154.0,164.84517,190.31952,208.96228
52.0,153.0,117.67023,183.9685,213.79416
52.0,152.0,138.75128,178.28471,212.21269
52.0,151.0,132.12886,177.10359,243.08192
52.0,150.0,149.15776,183.94313,224.9892
52.0,149.0,118.063965,184.78268,186.89691
52.0,148.0,179.98105,186.64925,204.96933
52.0,147.0,116.42608,183.16959,225.31805
52.0,146.0,120.19478,182.33595,234.55423
52.0,145.0,112.07371,184.29652,195.64473
52.0,144.0,161.8357,175.03654,220.17598
52.0,143.0,135.84373,185.70839,225.10641
52.0,142.0,109.934204,163.25136,211.46674
52.0,141.0,112.2564,163.56992,211.7366
52.0,140.0,133.26088,179.84154,259.68228
52.0,139.0,125.63113,185.7275,233.05663
52.0,138.0,151.02684,182.66116,223.98639
52.0,137.0,127.20876,161.1454,232.47266
52.0,136.0,147.66144,161.69824,209.78612
52.0,135.0,116.53363,161.39384,228.03937
52.0,134.0,99.06473,172.09625,223.82138
52.0,133.0,122.030266,181.49907,201.3652
52.0,132.0,113.509514,168.7981,216.7345
52.0,131.0,153.79417,172.31792,237.78427
52.0,130.0,136.53468,166.8059,222.3842
52.0,129.0,108.569756,169.07321,196.56581
52.0,128.0,128.7061,169.75235,240.12611
52.0,127.0,108.7645,165.51932,272.02914
52.0,126.0,120.22561,168.11113,212.32681
52.0,125.0,111.212975,165.07216,254.92662
52.0,124.0,118.47977,153.11382,250.587
52.0,123.0,125.43565,169.55457,211.74728
52.0,122.0,122.27019,166.36867,168.39072
52.0,121.0,128.42975,153.54494,247.30907
52.0,120.0,111.419495,158.76883,182.76022
52.0,119.0,131.9854,161.04333,203.68564
52.0,118.0,117.955894,163.86043,205.64299
52.0,117.0,105.62516,147.60767,248.29941
52.0,116.0,115.308655,156.93604,204.37294
52.0,115.0,115.5628,161.68471,224.57257
52.0,114.0,105.05928,164.92267,244.50703
52.0,113.0,111.616035,171.69019,209.51164
52.0,112.0,104.2962,164.50555,182.50008
52.0,111.0,116.11101,159.71173,190.26352
52.0,110.0,114.42231,152.46924,208.0615
52.0,109.0,114.88169,156.65953,208.23042
52.0,108.0,112.81363,153.17511,202.5181
52.0,107.0,112.650856,157.61292,220.17336
52.0,106.0,96.1351,144.52464,214.3424
52.0,105.0,98.70272,127.6158,192.62308
52.0,104.0,101.43902,120.625626,205.40671
52.0,103.0,100.70499,135.12079,211.77188
52.0,102.0,103.42445,135.50444,226.91196
52.0,101.0,124.23417,138.2639,233.4605
52.0,100.0,93.78291,123.28629,211.30347
52.0,99.0,94.93336,134.5931,192.62206
52.0,98.0,100.237236,129.27667,221.23921
52.0,97.0,108.17486,125.68206,216.79445
52.0,96.0,106.821724,122.72174,209.7469
52.0,95.0,97.53837,118.4077,220.36757
52.0,94.0,103.36528,122.08308,193.46303
52.0,93.0,91.91542,120.8846,203.42216
52.0,92.0,92.32682,126.90458,192.87787
52.0,91.0,156.22993,138.812,210.06111
52.0,90.0,118.37702,138.611,211.19582
52.0,89.0,104.88508,145.49112,210.58041
52.0,88.0,114.44027,134.62344,190.32591
52.0,87.0,104.05866,133.07632,238.28316
52.0,86.0,110.82906,140.15393,209.8797
52.0,85.0,116.14181,143.31384,186.5895
52.0,84.0,100.863846,139.50136,216.87517
52.0,83.0,108.518555,150.08876,205.81104
52.0,82.0,88.79265,126.29778,201.74535
52.0,81.0,87.82677,120.59323,184.08913
52.0,80.0,103.85323,107.90145,191.2812
52.0,79.0,84.23208,118.20734,162.57759
52.0,78.0,79.55766,107.330696,185.72714
52.0,77.0,85.425934,100.40357,202.3007
52.0,76.0,82.664154,108.731766,169.67952
52.0,75.0,86.516655,108.939964,189.37373
52.0,74.0,83.15129,91.76186,156.42273
52.0,73.0,85.261475,97.945335,157.75996
52.0,72.0,83.92354,103.54959,165.69685
52.0,71.0,75.45692,110.066315,182.4273
52.0,70.0,78.747536,105.50149,114.1948
52.0,69.0,59.3757,98.52729,132.4257
52.0,68.0,69.63967,96.370415,134.98296
52.0,67.0,70.748726,99.413445,137.61086
52.0,66.0,74.28459,97.7947,139.89665
52.0,65.0,66.31113,99.102394,150.0825
52.0,64.0,64.94841,88.82308,115.711555
52.0,63.0,70.32515,86.51996,110.85651
52.0,62.0,63.051785,83.54029,81.83371
52.0,61.0,62.646736,87.02188,119.78041
52.0,60.0,62.47264,88.657234,99.8403
52.0,59.0,69.07655,80.297165,90.55054
52.0,58.0,67.777534,73.13026,90.07942
52.0,57.0,66.28556,69.67538,96.38537
52.0,56.0,65.91582,69.49563,88.753494
52.0,55.0,63.826904,68.72182,113.37915
52.0,54.0,65.502785,70.678085,88.538155
52.0,53.0,71.23875,68.32205,90.26026
52.0,52.0,70.18435,65.22881,96.88218
52.0,51.0,55.71767,64.230545,76.003235
52.0,50.0,61.434456,56.069492,88.48817
52.0,49.0,64.88986,67.85064,86.23605
52.0,48.0,51.6388,64.51366,82.55883
52.0,47.0,50.73719,60.541504,99.7256
52.0,46.0,63.473667,49.114586,86.93246
52.0,45.0,47.54446,54.681587,80.12309
52.0,44.0,53.985615,64.98686,81.91121
52.0,43.0,42.04371,51.730698,71.78355
52.0,42.0,51.9499,49.97934,76.67417
52.0,41.0,46.181057,53.584347,75.73214
52.0,40.0,37.776714,50.08386,67.07259
52.0,39.0,43.864056,51.96615,79.75036
52.0,38.0,39.5316,49.56063,91.62165
52.0,37.0,46.15757,46.72513,89.15032
52.0,36.0,37.915783,47.504826,65.98067
52.0,35.0,30.972998,43.883667,55.65712
52.0,34.0,41.729153,43.88895,51.15523
52.0,33.0,31.503826,38.566452,62.325184
52.0,32.0,32.692635,35.261765,49.853638
52.0,31.0,34.212273,34.921513,73.98947
52.0,30.0,26.047318,33.484898,41.8181
52.0,29.0,24.838606,43.70947,63.66529
53.0,159.0,90.697784,127.168495,259.94113
53.0,158.0,110.254234,122.4811,236.30551
53.0,157.0,97.66109,133.42648,243.61134
53.0,156.0,106.793365,161.51573,232.47743
53.0,155.0,108.386024,138.81271,248.52534
53.0,154.0,97.64046,138.92377,255.40723
53.0,153.0,106.081436,144.7476,263.53036
53.0,152.0,99.9225,136.94676,269.37082
53.0,151.0,100.61646,148.21611,268.24936
53.0,150.0,105.41832,142.32817,237.44724
53.0,149.0,99.358536,159.99596,257.52322
53.0,148.0,142.26778,137.80515,256.32294
53.0,147.0,95.599075,154.26218,230.56825
53.0,146.0,115.912315,153.09103,260.30527
53.0,145.0,95.97604,148.78181,272.6519
53.0,144.0,96.739746,148.84714,236.27415
53.0,143.0,91.495735,157.29048,257.69513
53.0,142.0,103.35912,156.87167,233.26039
53.0,141.0,98.49686,145.49321,239.5739
53.0,140.0,104.7691,137.44719,235.72137
53.0,139.0,115.394455,142.19666,235.39445
53.0,138.0,101.97504,139.91362,231.53189
53.0,137.0,92.69772,140.4305,244.05441
53.0,136.0,99.90161,137.15015,252.5012
53.0,135.0,93.813385,111.033676,256.6713
53.0,134.0,77.17166,109.47607,193.1113
53.0,133.0,83.58745,119.7625,224.60844
53.0,132.0,85.889725,122.05545,223.33853
53.0,131.0,90.07674,120.865265,233.27338
53.0,130.0,90.17186,121.56103,224.45912
53.0,129.0,84.45943,117.407486,248.27927
53.0,128.0,87.99982,120.30626,237.7469
53.0,127.0,84.95698,124.53263,228.39557
53.0,126.0,87.15167,121.19349,236.41414
53.0,125.0,89.24306,123.325264,244.06308
53.0,124.0,82.87972,120.97745,221.51181
53.0,123.0,88.29028,119.90139,226.25995
53.0,122.0,86.41256,111.40608,199.35501
53.0,121.0,102.23102,106.74485,195.28554
53.0,120.0,93.015816,111.83727,183.86107
53.0,119.0,78.15899,124.34815,174.24625
53.0,118.0,83.84466,118.70127,212.72153
53.0,117.0,72.10044,113.80612,218.31715
53.0,116.0,76.049614,115.40236,247.1687
53.0,115.0,78.70217,121.37542,252.62585
53.0,114.0,99.8004,116.71592,212.17815
53.0,113.0,76.97649,126.898186,254.69684
53.0,112.0,81.78492,115.19872,202.69809
53.0,111.0,79.650986,114.242485,209.70435
53.0,110.0,91.55488,113.86799,211.22592
53.0,109.0,74.31307,125.53702,258.73166
53.0,108.0,89.21858,117.15116,189.24069
53.0,107.0,90.13392,132.87442,238.77805
53.0,106.0,92.01721,115.87382,238.7377
53.0,105.0,84.75819,128.2435,258.3778
53.0,104.0,84.56105,121.19735,208.07635
53.0,103.0,90.3817,122.87476,214.20987
53.0,102.0,79.85178,121.24104,208.2001
53.0,101.0,84.75063,115.716545,203.4637
53.0,100.0,85.82456,120.13287,187.39958
53.0,99.0,92.94412,102.39234,180.257
53.0,98.0,84.47737,113.49738,223.30562
53.0,97.0,78.8771,121.77695,223.5715
53.0,96.0,80.68218,126.59069,197.41916
53.0,95.0,74.93603,119.23314,227.89137
53.0,94.0,77.586044,111.18817,218.05876
53.0,93.0,74.964714,110.93211,209.38034
53.0,92.0,71.73552,107.15099,198.55792
53.0,91.0,77.074814,99.30147,234.38565
53.0,90.0,92.04024,109.76431,213.81975
53.0,89.0,94.145424,114.826996,240.44603
53.0,88.0,114.92188,115.67939,167.42944
53.0,87.0,89.55849,113.35647,212.21936
53.0,86.0,82.264305,113.86958,226.77481
53.0,85.0,79.74778,110.63115,216.12064
53.0,84.0,76.72658,103.41435,228.97551
53.0,83.0,71.27738,105.22695,215.43695
53.0,82.0,77.29126,98.82949,194.72054
53.0,81.0,77.86124,107.69168,192.30812
53.0,80.0,63.20953,94.76464,203.65997
53.0,79.0,72.20525,103.80106,189.74077
53.0,78.0,68.306526,111.47156,221.56924
53.0,77.0,70.561386,123.578384,199.02663
53.0,76.0,66.423584,105.80944,178.96385
53.0,75.0,57.381588,90.815895,158.13222
53.0,74.0,64.53077,94.3007,154.95422
53.0,73.0,62.542305,94.7455,164.05208
53.0,72.0,61.91254,83.13984,142.20937
53.0,71.0,67.59854,96.33777,171.0768
53.0,70.0,65.37299,85.41715,137.52579
53.0,69.0,57.86093,67.39829,127.19431
53.0,68.0,47.28094,86.97572,172.25099
53.0,67.0,49.398205,93.83102,154.86748
53.0,66.0,61.746117,87.94042,168.46332
53.0,65.0,64.711105,77.80894,139.71483
53.0,64.0,59.88975,88.980415,151.3334
53.0,63.0,59.227238,90.1222,173.00368
53.0,62.0,56.67767,82.014435,146.40886
53.0,61.0,63.315533,68.60801,143.67566
53.0,60.0,60.254017,83.948784,152.33244
53.0,59.0,60.418446,83.01628,151.04463
53.0,58.0,66.3405,87.14213,115.24349
53.0,57.0,61.080437,75.019,135.05586
53.0,56.0,56.229427,75.016945,112.253395
53.0,55.0,68.92777,69.88008,106.80051
53.0,54.0,51.127342,67.39934,110.45244
53.0,53.0,51.86475,70.569565,98.539925
53.0,52.0,48.502037,68.04684,110.16811
53.0,51.0,54.53335,67.31811,96.60964
53.0,50.0,51.82657,64.92891,104.63747
53.0,49.0,47.566277,73.952515,100.446236
53.0,48.0,50.058624,62.619904,86.12525
53.0,47.0,46.779182,63.096943,82.00731
53.0,46.0,50.05075,58.061325,63.094456
53.0,45.0,60.949707,64.27782,74.07288
53.0,44.0,47.50151,55.41305,75.315796
53.0,43.0,39.40348,49.63356,75.94194
53.0,42.0,42.461998,53.79514,53.22614
53.0,41.0,49.191387,47.644737,62.31814
53.0,40.0,49.93227,46.67352,57.57514
53.0,39.0,40.019814,50.237816,53.007507
53.0,38.0,44.897926,44.746304,54.840824
53.0,37.0,40.021004,46.54163,55.335995
53.0,36.0,31.394892,45.289062,54.570885
53.0,35.0,40.28958,45.488026,47.16262
53.0,34.0,44.45468,47.287605,43.208626
53.0,33.0,46.231136,39.806087,60.651134
53.0,32.0,38.42124,36.851414,42.291206
53.0,31.0,35.871128,38.099625,46.470127
53.0,30.0,34.731712,29.924154,52.383617
53.0,29.0,27.312677,36.757,54.95214
53.0,28.0,33.322346,37.39767,52.841984
53.0,27.0,26.167126,33.748917,58.60089
53.0,26.0,31.70665,37.502174,47.056324
54.0,187.0,123.73654,197.75635,229.045
54.0,186.0,127.64252,193.9676,201.31306
54.0,185.0,123.19331,198.90656,220.57535
54.0,184.0,119.52538,200.42091,226.30147
54.0,183.0,127.408165,203.753,220.48488
54.0,182.0,121.00929,189.8091,216.25848
54.0,181.0,138.02437,181.61409,201.57155
54.0,180.0,120.27167,198.92815,209.8502
54.0,179.0,117.75962,182.51868,219.88603
54.0,178.0,130.24196,182.73166,196.72461
54.0,177.0,135.19984,184.12177,226.0356
54.0,176.0,129.83806,185.23276,244.12012
54.0,175.0,124.3866,184.29546,273.97394
54.0,174.0,121.319305,177.54848,217.16573
54.0,173.0,120.817276,197.16643,206.49626
54.0,172.0,125.78462,192.07475,217.2923
54.0,171.0,148.08981,186.36922,191.79079
54.0,170.0,123.227,187.93102,203.89082
54.0,169.0,122.40207,186.16621,217.3508
54.0,168.0,124.029045,185.8812,215.17984
54.0,167.0,130.27336,183.85945,214.03258
54.0,166.0,128.14287,182.93173,250.7709
54.0,165.0,120.894615,168.49988,212.3865
